uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
3905,586,463,208,0.800341,0.145051,0.806387,0.764706,1597539310000,1621742223000,-0.041681,280.126308,muy alta,mixed_profile
3908,346,288,152,0.945087,0.156069,0.945205,0.944444,1599220024000,1622296831000,-0.000761,267.092674,alta,high_accuracy_low_repeat
3910,504,411,178,0.886905,0.128968,0.881549,0.923077,1594448718000,1621340335000,0.041528,311.245567,muy alta,high_accuracy_low_repeat
3911,497,439,177,0.975855,0.114688,0.972727,1.0,1594547722000,1622297138000,0.027273,321.173796,muy alta,high_accuracy_low_repeat
3916,240,190,127,0.8,0.1375,0.801932,0.787879,1597757676000,1621860657000,-0.014054,278.969688,baja,mixed_profile
3922,485,415,182,0.841237,0.129897,0.836493,0.873016,1595919323000,1615030855000,0.036523,221.198287,muy alta,mixed_profile
3924,304,237,137,0.555921,0.134868,0.570342,0.463415,1597571109000,1620735276000,-0.106928,268.103785,media,mixed_profile
3927,367,296,153,0.66485,0.149864,0.647436,0.763636,1596502618000,1622208605000,0.1162,297.522998,alta,mixed_profile
3930,238,202,107,0.714286,0.151261,0.717822,0.694444,1594534253000,1621746606000,-0.023377,314.957789,baja,mixed_profile
3931,256,216,103,0.886719,0.101562,0.878261,0.961538,1605271870000,1621776818000,0.083278,191.029491,baja,high_accuracy_low_repeat
3932,322,289,139,0.804348,0.096273,0.814433,0.709677,1599645108000,1622274102000,-0.104756,261.909653,media,mixed_profile
3935,236,204,120,0.707627,0.131356,0.697561,0.774194,1601104368000,1622293112000,0.076633,245.240093,baja,mixed_profile
3936,437,362,166,0.773455,0.153318,0.762162,0.835821,1594034980000,1622258133000,0.073659,326.656863,muy alta,mixed_profile
3944,373,316,132,0.624665,0.126005,0.644172,0.489362,1595211380000,1622255707000,-0.15481,313.013044,alta,mixed_profile
3945,441,376,170,0.879819,0.145125,0.880637,0.875,1593931666000,1621777294000,-0.005637,322.287361,muy alta,high_accuracy_low_repeat
3956,293,251,138,0.56314,0.116041,0.555985,0.617647,1596005138000,1622275005000,0.061663,304.049387,media,mixed_profile
3962,331,275,142,0.954683,0.169184,0.956364,0.946429,1594535728000,1622248007000,-0.009935,320.74397,media,high_accuracy_low_repeat
3967,511,417,188,0.960861,0.144814,0.95881,0.972973,1597587095000,1621514493000,0.014163,276.937477,muy alta,high_accuracy_low_repeat
3970,413,337,171,0.823245,0.135593,0.834734,0.75,1597906052000,1622287102000,-0.084734,282.188079,alta,mixed_profile
3986,300,259,122,0.666667,0.103333,0.657993,0.741935,1596440608000,1622200555000,0.083943,298.147535,media,mixed_profile
3992,267,228,114,0.797753,0.142322,0.799127,0.789474,1595919435000,1621765764000,-0.009653,299.147326,baja,mixed_profile
3997,378,332,163,0.854497,0.084656,0.849711,0.90625,1596376909000,1621668334000,0.056539,292.724826,alta,high_accuracy_low_repeat
3998,286,251,96,0.426573,0.094406,0.42471,0.444444,1594466776000,1607741236000,0.019734,153.639583,media,mixed_profile
3999,645,505,213,0.868217,0.142636,0.878843,0.804348,1594433908000,1622035295000,-0.074495,319.460498,muy alta,high_accuracy_low_repeat
4002,305,208,138,0.940984,0.196721,0.930612,0.983333,1595670926000,1622206132000,0.052721,307.12044,media,high_accuracy_low_repeat
4003,234,189,114,0.854701,0.094017,0.84434,0.954545,1596502556000,1621342950000,0.110206,287.50456,baja,high_accuracy_low_repeat
4011,260,203,108,0.888462,0.169231,0.893519,0.863636,1595066170000,1621341455000,-0.029882,304.112095,baja,high_accuracy_low_repeat
4014,316,278,132,0.667722,0.10443,0.667845,0.666667,1594461308000,1622211043000,-0.001178,321.177488,media,mixed_profile
4021,439,352,143,0.865604,0.157175,0.867568,0.855072,1595337391000,1621685689000,-0.012495,304.957153,muy alta,high_accuracy_low_repeat
4029,421,290,152,0.700713,0.147268,0.707521,0.66129,1595144703000,1622277854000,-0.046231,314.0411,muy alta,mixed_profile
4035,388,323,155,0.81701,0.141753,0.807808,0.872727,1595658322000,1622249728000,0.064919,307.770903,alta,mixed_profile
4041,436,381,151,0.917431,0.119266,0.916667,0.923077,1599957869000,1622279820000,0.00641,258.355914,muy alta,high_accuracy_low_repeat
4048,220,192,109,0.536364,0.072727,0.52451,0.6875,1597906523000,1622206687000,0.16299,281.251898,baja,mixed_profile
4052,470,394,173,0.878723,0.131915,0.877451,0.887097,1595639517000,1621644166000,0.009646,300.979734,muy alta,high_accuracy_low_repeat
4060,336,257,151,0.797619,0.151786,0.8,0.784314,1596932766000,1622290608000,-0.015686,293.493542,alta,mixed_profile
4062,415,305,152,0.616867,0.13494,0.612813,0.642857,1595154327000,1622286053000,0.030044,314.024606,alta,mixed_profile
4063,571,503,243,0.966725,0.119089,0.964215,0.985294,1593948674000,1615080274000,0.021079,244.578704,muy alta,high_accuracy_low_repeat
4076,422,358,163,0.654028,0.116114,0.651475,0.673469,1599812903000,1622281575000,0.021995,260.054074,muy alta,mixed_profile
4079,630,518,190,0.855556,0.168254,0.862595,0.820755,1594466770000,1622258129000,-0.041841,321.659248,muy alta,high_accuracy_low_repeat
4081,301,243,124,0.518272,0.116279,0.541353,0.342857,1604053524000,1622205704000,-0.198496,210.094676,media,mixed_profile
4082,428,344,145,0.78972,0.17757,0.778409,0.842105,1599290737000,1621061712000,0.063696,251.978877,muy alta,mixed_profile
4087,369,293,145,0.720867,0.119241,0.713846,0.772727,1597919128000,1622275764000,0.058881,281.905509,alta,mixed_profile
4088,392,332,170,0.890306,0.132653,0.888235,0.903846,1594621921000,1622198978000,0.015611,319.1789,alta,high_accuracy_low_repeat
4092,354,301,158,0.757062,0.107345,0.765823,0.684211,1595241706000,1615096514000,-0.081612,229.801019,alta,mixed_profile
4098,456,416,200,0.798246,0.08114,0.804296,0.72973,1593351777000,1622289703000,-0.074566,334.929699,muy alta,mixed_profile
4107,273,242,121,0.21978,0.10989,0.209877,0.3,1600423997000,1622274153000,0.090123,252.895324,baja,mixed_profile
4108,269,228,150,0.947955,0.126394,0.948936,0.941176,1593596708000,1622258481000,-0.00776,331.733484,baja,high_accuracy_low_repeat
4118,447,361,160,0.899329,0.181208,0.909836,0.851852,1596454573000,1622258166000,-0.057984,298.652697,muy alta,high_accuracy_low_repeat
4119,495,410,170,0.711111,0.163636,0.729469,0.617284,1594030834000,1621690851000,-0.112185,320.139086,muy alta,mixed_profile
4120,507,427,166,0.792899,0.142012,0.793103,0.791667,1595325324000,1622258125000,-0.001437,311.722234,muy alta,mixed_profile
4123,463,394,167,0.833693,0.133909,0.837905,0.806452,1597654082000,1622271617000,-0.031454,284.925174,muy alta,mixed_profile
4131,442,358,163,0.884615,0.180995,0.878453,0.9125,1594441829000,1622277344000,0.034047,322.170312,muy alta,high_accuracy_low_repeat
4135,239,199,132,0.941423,0.138075,0.936893,0.969697,1597053453000,1622287104000,0.032804,292.056146,baja,high_accuracy_low_repeat
4145,325,284,151,0.704615,0.113846,0.711806,0.648649,1596429721000,1621586739000,-0.063157,291.16919,media,mixed_profile
4148,281,249,105,0.725979,0.103203,0.722222,0.758621,1599305243000,1616295450000,0.036398,196.645914,media,mixed_profile
4151,228,208,105,0.70614,0.087719,0.697115,0.8,1595920873000,1612269030000,0.102885,189.21478,baja,mixed_profile
4154,263,233,113,0.403042,0.110266,0.42735,0.206897,1599970260000,1621729854000,-0.220454,251.847153,baja,mixed_profile
4160,374,333,143,0.941176,0.101604,0.9375,0.973684,1594464864000,1621590300000,0.036184,313.951806,alta,high_accuracy_low_repeat
4165,447,349,173,0.512304,0.143177,0.524804,0.4375,1595982333000,1622291953000,-0.087304,304.509491,muy alta,mixed_profile
4166,232,182,89,0.797414,0.094828,0.785714,0.909091,1602927711000,1616843582000,0.123377,161.063322,baja,mixed_profile
4169,606,527,201,0.887789,0.118812,0.885768,0.902778,1596444299000,1615030886000,0.01701,215.122535,muy alta,high_accuracy_low_repeat
4172,301,276,122,0.86711,0.076412,0.866906,0.869565,1596366915000,1616853043000,0.002659,237.107963,media,high_accuracy_low_repeat
4174,340,253,130,0.923529,0.138235,0.921502,0.93617,1595238921000,1622282118000,0.014669,312.999965,alta,high_accuracy_low_repeat
4176,381,280,140,0.816273,0.107612,0.8,0.95122,1595154314000,1621677440000,0.15122,306.980625,alta,mixed_profile
4185,347,307,161,0.815562,0.115274,0.814332,0.825,1595212740000,1622275857000,0.010668,313.230521,alta,mixed_profile
4191,253,204,135,0.841897,0.13834,0.862385,0.714286,1597042760000,1622275806000,-0.1481,292.049144,baja,mixed_profile
4195,592,447,189,0.834459,0.133446,0.842105,0.78481,1594448874000,1622269503000,-0.057295,321.998021,muy alta,mixed_profile
4203,259,242,129,0.779923,0.065637,0.780992,0.764706,1595235013000,1622288548000,-0.016286,313.119618,baja,mixed_profile
4217,376,327,139,0.965426,0.12234,0.963636,0.978261,1596414414000,1618641218000,0.014625,257.254676,alta,high_accuracy_low_repeat
4218,287,244,145,0.783972,0.132404,0.791165,0.736842,1596794120000,1622259641000,-0.054323,294.739826,media,mixed_profile
4225,581,480,206,0.686747,0.149742,0.696356,0.632184,1597639641000,1622258138000,-0.064172,284.936308,muy alta,mixed_profile
4226,291,241,129,0.862543,0.137457,0.860558,0.875,1597553716000,1611797875000,0.014442,164.862951,media,high_accuracy_low_repeat
4227,525,410,180,0.834286,0.182857,0.825175,0.875,1594030877000,1622278618000,0.049825,326.941447,muy alta,mixed_profile
4238,362,285,116,0.732044,0.154696,0.735294,0.714286,1594030846000,1609033877000,-0.021008,173.646192,alta,mixed_profile
4240,232,206,107,0.478448,0.107759,0.497585,0.32,1599002091000,1622191101000,-0.177585,268.391319,baja,mixed_profile
4243,374,331,173,0.989305,0.109626,0.987988,1.0,1597023197000,1622008235000,0.012012,289.178681,alta,high_accuracy_low_repeat
4244,418,357,147,0.827751,0.131579,0.834711,0.781818,1595749515000,1622290976000,-0.052893,307.192836,muy alta,mixed_profile
4249,646,526,213,0.773994,0.136223,0.767025,0.818182,1593436930000,1622278092000,0.051157,333.809745,muy alta,mixed_profile
4250,252,202,128,0.809524,0.154762,0.807512,0.820513,1599299712000,1622275003000,0.013001,265.91772,baja,mixed_profile
4252,288,255,137,0.795139,0.111111,0.808594,0.6875,1593327251000,1622287661000,-0.121094,335.189931,media,mixed_profile
4256,406,336,167,0.751232,0.135468,0.74359,0.8,1594427118000,1615629890000,0.05641,245.402454,alta,mixed_profile
4258,313,254,150,0.830671,0.13738,0.825926,0.860465,1596932975000,1620184887000,0.034539,269.119352,media,mixed_profile
4259,332,255,141,0.614458,0.144578,0.609155,0.645833,1597906515000,1622289870000,0.036678,282.214757,media,mixed_profile
4261,234,213,128,0.897436,0.08547,0.897196,0.9,1595292072000,1621759271000,0.002804,306.333322,baja,high_accuracy_low_repeat
4265,411,333,134,0.800487,0.13382,0.794944,0.836364,1599301237000,1622289888000,0.04142,266.07235,alta,mixed_profile
4286,468,383,163,0.75641,0.16453,0.759591,0.74026,1595211376000,1622258128000,-0.019331,313.041111,muy alta,mixed_profile
4287,451,340,156,0.75388,0.179601,0.759459,0.728395,1600471423000,1622259177000,-0.031064,252.173079,muy alta,mixed_profile
4288,301,266,143,0.850498,0.099668,0.863469,0.733333,1595128996000,1622255216000,-0.130135,313.96088,media,high_accuracy_low_repeat
4295,455,373,168,0.646154,0.169231,0.62963,0.727273,1594441828000,1622278601000,0.097643,322.184873,muy alta,mixed_profile
4300,456,373,160,0.914474,0.142544,0.910486,0.938462,1599990253000,1620969997000,0.027976,242.821111,muy alta,high_accuracy_low_repeat
4304,319,258,136,0.721003,0.109718,0.728873,0.657143,1597906526000,1621740061000,-0.07173,275.8511,media,mixed_profile
4305,448,366,172,0.595982,0.158482,0.591512,0.619718,1596454603000,1622289739000,0.028206,299.017778,muy alta,mixed_profile
4306,357,287,152,0.386555,0.179272,0.365188,0.484375,1595919317000,1622279222000,0.119187,305.091493,alta,mixed_profile
4309,400,339,138,0.84,0.1525,0.843658,0.819672,1601096213000,1621133101000,-0.023986,231.908426,alta,mixed_profile
4310,496,410,179,0.631048,0.153226,0.628571,0.644737,1594441825000,1622278631000,0.016165,322.185255,muy alta,mixed_profile
4318,574,502,199,0.709059,0.118467,0.70751,0.720588,1593601850000,1621765827000,0.013078,325.971956,muy alta,mixed_profile
4323,486,387,176,0.759259,0.13786,0.75179,0.80597,1595930348000,1622201264000,0.05418,304.061528,muy alta,mixed_profile
4324,281,238,134,0.718861,0.128114,0.710204,0.777778,1595895954000,1622247925000,0.067574,304.999664,media,mixed_profile
4328,289,223,122,0.854671,0.110727,0.856031,0.84375,1597041912000,1622249708000,-0.012281,291.756898,media,high_accuracy_low_repeat
4331,361,287,157,0.836565,0.130194,0.843949,0.787234,1597537526000,1621866675000,-0.056715,281.587373,alta,mixed_profile
4333,235,202,97,0.838298,0.093617,0.830986,0.909091,1599996553000,1622275777000,0.078105,257.861389,baja,mixed_profile
4335,653,561,214,0.938744,0.134763,0.938053,0.943182,1593594474000,1622285218000,0.005129,332.068796,muy alta,high_accuracy_low_repeat
4342,408,364,157,0.840686,0.105392,0.846575,0.790698,1596350789000,1621683248000,-0.055878,293.199757,alta,mixed_profile
4344,245,221,119,0.55102,0.085714,0.544643,0.619048,1597571718000,1622264968000,0.074405,285.801505,baja,mixed_profile
4358,379,286,152,0.728232,0.116095,0.713433,0.840909,1597571123000,1622290571000,0.127476,286.104722,alta,mixed_profile
4360,548,440,194,0.815693,0.136861,0.811839,0.84,1597549510000,1622246719000,0.028161,285.847326,muy alta,mixed_profile
4361,474,391,154,0.864979,0.14135,0.862408,0.880597,1595746548000,1621504513000,0.018189,298.124595,muy alta,high_accuracy_low_repeat
4364,412,347,171,0.558252,0.145631,0.5625,0.533333,1595766244000,1622204125000,-0.029167,305.993993,alta,mixed_profile
4367,300,265,142,0.793333,0.103333,0.784387,0.870968,1596107515000,1621076064000,0.086581,288.987836,media,mixed_profile
4369,280,227,149,0.360714,0.157143,0.364407,0.340909,1597905910000,1622292895000,-0.023498,282.256771,media,mixed_profile
4370,517,416,171,0.760155,0.179884,0.771226,0.709677,1595746708000,1620098577000,-0.061549,281.850336,muy alta,mixed_profile
4372,269,224,111,0.814126,0.130112,0.82906,0.714286,1594428903000,1609573677000,-0.114774,175.286736,baja,mixed_profile
4375,246,216,117,0.837398,0.121951,0.851852,0.733333,1599830948000,1620200818000,-0.118519,235.762384,baja,mixed_profile
4381,454,391,161,0.874449,0.127753,0.868687,0.913793,1594035041000,1622258132000,0.045106,326.656146,muy alta,high_accuracy_low_repeat
4384,261,220,115,0.697318,0.1341,0.70354,0.657143,1599346535000,1622271996000,-0.046397,265.340984,baja,mixed_profile
4386,347,301,156,0.884726,0.121037,0.888525,0.857143,1597560366000,1612965363000,-0.031382,178.298576,alta,high_accuracy_low_repeat
4387,509,391,171,0.952849,0.125737,0.950562,0.96875,1599990305000,1621764480000,0.018188,252.015914,muy alta,high_accuracy_low_repeat
4388,641,543,210,0.789392,0.131045,0.788151,0.797619,1596426587000,1615019108000,0.009468,215.191215,muy alta,mixed_profile
4389,233,186,119,0.51073,0.133047,0.534653,0.354839,1595670323000,1622259943000,-0.179815,307.750231,baja,mixed_profile
4404,543,483,183,0.860037,0.106814,0.851546,0.931034,1599282112000,1621737627000,0.079488,259.901794,muy alta,high_accuracy_low_repeat
4407,586,482,183,0.880546,0.162116,0.881874,0.873684,1594466798000,1622258140000,-0.00819,321.659051,muy alta,high_accuracy_low_repeat
4410,368,273,133,0.861413,0.146739,0.850318,0.925926,1595248374000,1622280328000,0.075607,312.869838,alta,high_accuracy_low_repeat
4422,450,384,154,0.951111,0.14,0.943152,1.0,1595658981000,1622293743000,0.056848,308.272708,muy alta,high_accuracy_low_repeat
4425,314,236,144,0.812102,0.140127,0.811111,0.818182,1594428901000,1622262759000,0.007071,322.151134,media,mixed_profile
4428,644,545,200,0.872671,0.142857,0.871377,0.880435,1594035000000,1622258138000,0.009058,326.65669,muy alta,high_accuracy_low_repeat
4440,396,354,148,0.707071,0.10101,0.705056,0.725,1593348909000,1620128184000,0.019944,309.945312,alta,mixed_profile
4452,468,380,177,0.694444,0.162393,0.693878,0.697368,1594035034000,1622255846000,0.003491,326.629769,muy alta,mixed_profile
4453,442,365,172,0.572398,0.144796,0.558201,0.65625,1596440613000,1622290727000,0.098049,299.191134,muy alta,mixed_profile
4461,286,205,129,0.846154,0.143357,0.832653,0.926829,1596327918000,1622257459000,0.094176,300.110428,media,mixed_profile
4467,415,361,179,0.785542,0.127711,0.801105,0.679245,1597067405000,1621154883000,-0.12186,278.790255,alta,mixed_profile
4470,286,240,130,0.702797,0.129371,0.730924,0.513514,1593603264000,1622290635000,-0.21741,332.029757,media,mixed_profile
4472,288,248,104,0.65625,0.114583,0.658824,0.636364,1594466790000,1609068886000,-0.02246,169.005741,media,mixed_profile
4478,503,412,165,0.771372,0.161034,0.770142,0.777778,1599265735000,1621657705000,0.007636,259.166319,muy alta,mixed_profile
4479,262,231,129,0.854962,0.118321,0.852814,0.870968,1594449447000,1621738923000,0.018154,315.850417,baja,high_accuracy_low_repeat
4480,272,222,139,0.610294,0.132353,0.610169,0.611111,1597053331000,1622200708000,0.000942,291.057604,baja,mixed_profile
4491,274,235,120,0.945255,0.138686,0.936441,1.0,1601802132000,1622270613000,0.063559,236.903715,media,high_accuracy_low_repeat
4492,302,261,110,0.84106,0.125828,0.837121,0.868421,1593822535000,1609754927000,0.0313,184.402685,media,mixed_profile
4511,396,337,159,0.747475,0.138889,0.747801,0.745455,1597639591000,1622261000000,-0.002346,284.970012,alta,mixed_profile
4517,304,256,119,0.648026,0.105263,0.643382,0.6875,1597042569000,1622280691000,0.044118,292.107894,media,mixed_profile
4519,245,193,94,0.771429,0.089796,0.7713,0.772727,1595746511000,1613699655000,0.001427,207.791019,baja,mixed_profile
4525,323,273,136,0.869969,0.130031,0.882562,0.785714,1596414322000,1621735391000,-0.096848,293.067928,media,high_accuracy_low_repeat
4528,240,221,113,0.804167,0.066667,0.803571,0.8125,1599905080000,1622257477000,0.008929,258.708299,baja,mixed_profile
4529,318,266,131,0.685535,0.154088,0.684015,0.693878,1595325342000,1622291005000,0.009863,312.102581,media,mixed_profile
4531,250,224,119,0.852,0.104,0.861607,0.769231,1594634110000,1622196016000,-0.092376,319.003542,baja,high_accuracy_low_repeat
