uid,progress_bin,n,accuracy,repeat_rate
5930,50-75%,95,0.915789,0.073684
5930,75-100%,96,0.802083,0.177083
5933,0-25%,89,0.797753,0.067416
5933,25-50%,89,0.831461,0.089888
5933,50-75%,89,0.797753,0.05618
5933,75-100%,90,0.844444,0.155556
5936,0-25%,81,0.790123,0.185185
5936,25-50%,82,0.878049,0.109756
5936,50-75%,82,0.890244,0.097561
5936,75-100%,82,0.902439,0.121951
5941,0-25%,109,0.816514,0.110092
5941,25-50%,109,0.788991,0.12844
5941,50-75%,109,0.880734,0.146789
5941,75-100%,109,0.862385,0.192661
5942,0-25%,97,0.670103,0.113402
5942,25-50%,97,0.814433,0.134021
5942,50-75%,97,0.824742,0.082474
5942,75-100%,97,0.835052,0.237113
5946,0-25%,69,0.608696,0.072464
5946,25-50%,69,0.768116,0.101449
5946,50-75%,69,0.782609,0.057971
5946,75-100%,70,0.714286,0.228571
5952,0-25%,151,0.854305,0.172185
5952,25-50%,152,0.776316,0.085526
5952,50-75%,152,0.690789,0.131579
5952,75-100%,152,0.671053,0.243421
5953,0-25%,132,0.924242,0.136364
5953,25-50%,132,0.901515,0.075758
5953,50-75%,132,0.924242,0.128788
5953,75-100%,133,0.93985,0.278195
5954,0-25%,60,0.766667,0.033333
5954,25-50%,61,0.901639,0.213115
5954,50-75%,60,0.6,0.033333
5954,75-100%,61,0.786885,0.163934
5959,0-25%,80,0.975,0.1625
5959,25-50%,80,0.9875,0.075
5959,50-75%,80,0.9625,0.1125
5959,75-100%,81,0.938272,0.209877
5960,0-25%,107,0.990654,0.065421
5960,25-50%,108,0.953704,0.157407
5960,50-75%,107,0.981308,0.102804
5960,75-100%,108,0.972222,0.296296
5961,0-25%,145,0.662069,0.089655
5961,25-50%,145,0.793103,0.117241
5961,50-75%,145,0.806897,0.165517
5961,75-100%,145,0.593103,0.213793
5963,0-25%,87,0.678161,0.091954
5963,25-50%,87,0.850575,0.149425
5963,50-75%,87,0.781609,0.114943
5963,75-100%,87,0.908046,0.114943
5968,0-25%,76,0.815789,0.052632
5968,25-50%,77,0.779221,0.077922
5968,50-75%,77,0.948052,0.181818
5968,75-100%,77,0.857143,0.103896
5971,0-25%,103,0.475728,0.116505
5971,25-50%,104,0.5,0.086538
5971,50-75%,104,0.615385,0.163462
5971,75-100%,104,0.798077,0.211538
5975,0-25%,120,0.675,0.091667
5975,25-50%,121,0.942149,0.115702
5975,50-75%,120,0.95,0.166667
5975,75-100%,121,0.842975,0.206612
5976,0-25%,69,0.869565,0.057971
5976,25-50%,70,1.0,0.071429
5976,50-75%,69,0.942029,0.057971
5976,75-100%,70,0.928571,0.085714
5978,0-25%,69,0.550725,0.072464
5978,25-50%,69,0.391304,0.115942
5978,50-75%,69,0.724638,0.173913
5978,75-100%,69,0.652174,0.115942
5979,0-25%,117,0.581197,0.153846
5979,25-50%,117,0.606838,0.102564
5979,50-75%,117,0.752137,0.17094
5979,75-100%,118,0.669492,0.194915
5980,0-25%,97,0.680412,0.061856
5980,25-50%,98,0.72449,0.112245
5980,50-75%,97,0.742268,0.14433
5980,75-100%,98,0.673469,0.255102
5986,0-25%,79,0.468354,0.126582
5986,25-50%,79,0.64557,0.075949
5986,50-75%,79,0.759494,0.139241
5986,75-100%,79,0.721519,0.21519
5987,0-25%,76,0.763158,0.092105
5987,25-50%,76,0.684211,0.105263
5987,50-75%,76,0.710526,0.223684
5987,75-100%,76,0.842105,0.210526
5989,0-25%,91,0.626374,0.043956
5989,25-50%,91,0.582418,0.197802
5989,50-75%,91,0.593407,0.032967
5989,75-100%,92,0.630435,0.152174
5995,0-25%,131,0.763359,0.129771
5995,25-50%,132,0.765152,0.113636
5995,50-75%,132,0.674242,0.128788
5995,75-100%,132,0.833333,0.227273
5997,0-25%,91,0.67033,0.087912
5997,25-50%,92,0.815217,0.097826
5997,50-75%,91,0.769231,0.197802
5997,75-100%,92,0.847826,0.206522
5999,0-25%,104,0.836538,0.115385
5999,25-50%,105,0.580952,0.057143
5999,50-75%,104,0.682692,0.221154
5999,75-100%,105,0.714286,0.114286
6002,0-25%,63,0.666667,0.142857
6002,25-50%,63,0.714286,0.095238
6002,50-75%,63,0.730159,0.111111
6002,75-100%,63,0.793651,0.222222
6003,0-25%,114,0.684211,0.052632
6003,25-50%,114,0.692982,0.140351
6003,50-75%,114,0.842105,0.061404
6003,75-100%,115,0.852174,0.2
6006,0-25%,114,0.789474,0.166667
6006,25-50%,114,0.72807,0.035088
6006,50-75%,114,0.850877,0.166667
6006,75-100%,115,0.834783,0.217391
6007,0-25%,108,0.796296,0.074074
6007,25-50%,108,0.953704,0.074074
6007,50-75%,108,0.907407,0.101852
6007,75-100%,109,0.954128,0.201835
6009,0-25%,142,0.887324,0.098592
6009,25-50%,142,0.943662,0.133803
6009,50-75%,142,0.901408,0.112676
6009,75-100%,143,0.972028,0.223776
6010,0-25%,105,0.87619,0.180952
6010,25-50%,105,0.828571,0.066667
6010,50-75%,105,0.92381,0.180952
6010,75-100%,105,0.857143,0.247619
6014,0-25%,65,0.8,0.046154
6014,25-50%,65,0.876923,0.246154
6014,50-75%,65,0.938462,0.138462
6014,75-100%,65,0.907692,0.076923
6015,0-25%,148,0.783784,0.168919
6015,25-50%,149,0.885906,0.100671
6015,50-75%,148,0.945946,0.175676
6015,75-100%,149,0.892617,0.174497
6021,0-25%,61,0.639344,0.065574
6021,25-50%,62,0.725806,0.129032
6021,50-75%,62,0.870968,0.112903
6021,75-100%,62,0.5,0.193548
6022,0-25%,103,0.76699,0.058252
6022,25-50%,103,0.932039,0.135922
6022,50-75%,103,0.932039,0.097087
6022,75-100%,104,0.826923,0.278846
6031,0-25%,56,0.767857,0.089286
6031,25-50%,57,0.614035,0.035088
6031,50-75%,57,0.421053,0.052632
6031,75-100%,57,0.45614,0.245614
6033,0-25%,108,0.796296,0.092593
6033,25-50%,109,0.87156,0.119266
6033,50-75%,108,0.833333,0.166667
6033,75-100%,109,0.752294,0.256881
6035,0-25%,144,0.888889,0.118056
6035,25-50%,144,0.840278,0.076389
6035,50-75%,144,0.743056,0.138889
6035,75-100%,144,0.791667,0.194444
6039,0-25%,177,0.887006,0.124294
6039,25-50%,178,0.893258,0.101124
6039,50-75%,177,0.898305,0.118644
6039,75-100%,178,0.938202,0.258427
6042,0-25%,79,0.708861,0.037975
6042,25-50%,80,0.425,0.2625
6042,50-75%,80,0.5875,0.1
6042,75-100%,80,0.85,0.1
6043,0-25%,90,0.877778,0.044444
6043,25-50%,91,0.758242,0.10989
6043,50-75%,91,0.868132,0.120879
6043,75-100%,91,0.648352,0.164835
6044,0-25%,97,0.649485,0.113402
6044,25-50%,98,0.408163,0.183673
6044,50-75%,97,0.43299,0.185567
6044,75-100%,98,0.530612,0.173469
6048,0-25%,66,0.69697,0.136364
6048,25-50%,67,0.686567,0.074627
6048,50-75%,66,0.848485,0.090909
6048,75-100%,67,0.955224,0.089552
6049,0-25%,116,0.844828,0.077586
6049,25-50%,116,0.62931,0.12069
6049,50-75%,116,0.767241,0.103448
6049,75-100%,117,0.717949,0.188034
6050,0-25%,62,0.370968,0.016129
6050,25-50%,63,0.492063,0.142857
6050,50-75%,63,0.634921,0.031746
6050,75-100%,63,0.460317,0.126984
6059,0-25%,127,0.700787,0.133858
6059,25-50%,128,0.742188,0.109375
6059,50-75%,128,0.835938,0.171875
6059,75-100%,128,0.742188,0.25
6073,0-25%,87,0.873563,0.114943
6073,25-50%,87,0.827586,0.0
6073,50-75%,87,0.689655,0.229885
6073,75-100%,87,0.91954,0.206897
6079,0-25%,146,0.773973,0.171233
6079,25-50%,146,0.808219,0.116438
6079,50-75%,146,0.863014,0.082192
6079,75-100%,146,0.828767,0.184932
6080,0-25%,127,0.708661,0.15748
6080,25-50%,127,0.661417,0.086614
6080,50-75%,127,0.84252,0.181102
6080,75-100%,128,0.796875,0.226562
6082,0-25%,99,0.858586,0.090909
6082,25-50%,100,0.88,0.11
6082,50-75%,99,0.89899,0.151515
6082,75-100%,100,0.81,0.2
6085,0-25%,81,0.888889,0.123457
6085,25-50%,81,0.925926,0.123457
6085,50-75%,81,0.703704,0.123457
6085,75-100%,82,0.829268,0.158537
6089,0-25%,65,0.353846,0.138462
6089,25-50%,66,0.530303,0.166667
6089,50-75%,65,0.738462,0.061538
6089,75-100%,66,0.666667,0.166667
6090,0-25%,122,0.737705,0.114754
6090,25-50%,123,0.747967,0.105691
6090,50-75%,123,0.756098,0.260163
6090,75-100%,123,0.682927,0.235772
6095,0-25%,106,0.726415,0.04717
6095,25-50%,107,0.495327,0.158879
6095,50-75%,107,0.588785,0.186916
6095,75-100%,107,0.738318,0.158879
6099,0-25%,112,0.883929,0.098214
6099,25-50%,113,0.79646,0.168142
6099,50-75%,113,0.80531,0.132743
6099,75-100%,113,0.699115,0.185841
6108,0-25%,92,0.98913,0.152174
6108,25-50%,92,0.880435,0.086957
6108,50-75%,92,0.913043,0.119565
6108,75-100%,92,0.836957,0.25
6111,0-25%,103,0.776699,0.126214
6111,25-50%,104,0.826923,0.076923
6111,50-75%,104,0.817308,0.278846
6111,75-100%,104,0.778846,0.211538
6115,0-25%,136,0.683824,0.125
6115,25-50%,136,0.654412,0.110294
6115,50-75%,136,0.698529,0.132353
6115,75-100%,137,0.583942,0.218978
6118,0-25%,121,0.68595,0.132231
6118,25-50%,122,0.745902,0.122951
6118,50-75%,122,0.704918,0.122951
6118,75-100%,122,0.754098,0.254098
6119,0-25%,154,0.967532,0.162338
6119,25-50%,154,0.902597,0.090909
6119,50-75%,154,0.915584,0.12987
6119,75-100%,154,0.863636,0.25974
6124,0-25%,71,0.802817,0.126761
6124,25-50%,71,0.760563,0.028169
6124,50-75%,71,0.929577,0.239437
6124,75-100%,71,0.704225,0.140845
6131,0-25%,111,0.54955,0.108108
6131,25-50%,112,0.6875,0.107143
6131,50-75%,112,0.776786,0.258929
6131,75-100%,112,0.607143,0.267857
6134,0-25%,150,0.866667,0.146667
6134,25-50%,150,0.766667,0.06
6134,50-75%,150,0.92,0.16
6134,75-100%,150,0.906667,0.166667
6135,0-25%,74,0.77027,0.040541
6135,25-50%,75,0.64,0.106667
6135,50-75%,75,0.866667,0.066667
6135,75-100%,75,0.813333,0.146667
6136,0-25%,169,0.988166,0.147929
6136,25-50%,169,0.964497,0.094675
6136,50-75%,169,0.988166,0.147929
6136,75-100%,170,0.970588,0.252941
6138,0-25%,69,0.898551,0.086957
6138,25-50%,69,0.826087,0.115942
6138,50-75%,69,0.855072,0.144928
6138,75-100%,69,0.913043,0.072464
6140,0-25%,65,0.907692,0.123077
6140,25-50%,66,0.80303,0.030303
6140,50-75%,66,0.969697,0.045455
6140,75-100%,66,0.939394,0.212121
6148,0-25%,86,0.906977,0.069767
6148,25-50%,86,0.976744,0.104651
6148,50-75%,86,1.0,0.151163
6148,75-100%,86,0.965116,0.27907
6149,0-25%,70,0.6,0.071429
6149,25-50%,71,0.676056,0.084507
6149,50-75%,70,0.557143,0.114286
6149,75-100%,71,0.746479,0.183099
6150,0-25%,59,0.847458,0.101695
6150,25-50%,60,0.916667,0.05
6150,50-75%,59,0.745763,0.288136
6150,75-100%,60,0.716667,0.0
6165,0-25%,107,0.691589,0.102804
6165,25-50%,108,0.648148,0.12037
6165,50-75%,108,0.787037,0.148148
6165,75-100%,108,0.842593,0.194444
6167,0-25%,61,0.819672,0.016393
6167,25-50%,62,0.774194,0.096774
6167,50-75%,61,0.770492,0.196721
6167,75-100%,62,0.822581,0.129032
6171,0-25%,83,0.831325,0.120482
6171,25-50%,84,0.880952,0.071429
6171,50-75%,84,0.761905,0.047619
6171,75-100%,84,0.761905,0.25
6174,0-25%,106,0.849057,0.113208
6174,25-50%,106,0.867925,0.141509
6174,50-75%,106,0.896226,0.09434
6174,75-100%,107,0.943925,0.196262
6176,0-25%,109,0.899083,0.036697
6176,25-50%,109,0.87156,0.055046
6176,50-75%,109,0.834862,0.12844
6176,75-100%,110,0.790909,0.181818
6177,0-25%,65,0.553846,0.092308
6177,25-50%,65,0.923077,0.076923
6177,50-75%,65,0.446154,0.061538
6177,75-100%,66,0.318182,0.060606
6181,0-25%,63,0.460317,0.063492
6181,25-50%,64,0.578125,0.125
6181,50-75%,63,0.444444,0.206349
6181,75-100%,64,0.703125,0.078125
6184,0-25%,110,0.727273,0.145455
6184,25-50%,110,0.9,0.081818
6184,50-75%,110,0.863636,0.172727
6184,75-100%,110,0.918182,0.2
6187,0-25%,128,0.867188,0.101562
6187,25-50%,128,0.867188,0.085938
6187,50-75%,128,0.875,0.164062
6187,75-100%,129,0.883721,0.255814
6189,0-25%,108,0.824074,0.083333
6189,25-50%,109,0.697248,0.110092
6189,50-75%,108,0.787037,0.157407
6189,75-100%,109,0.743119,0.293578
6192,0-25%,72,0.875,0.125
6192,25-50%,73,0.794521,0.054795
6192,50-75%,73,0.835616,0.136986
6192,75-100%,73,0.739726,0.369863
6198,0-25%,132,0.818182,0.19697
6198,25-50%,132,0.856061,0.075758
6198,50-75%,132,0.75,0.19697
6198,75-100%,132,0.787879,0.257576
6199,0-25%,77,0.766234,0.077922
6199,25-50%,77,0.883117,0.077922
6199,50-75%,77,0.792208,0.155844
6199,75-100%,77,0.844156,0.142857
6202,0-25%,108,0.648148,0.157407
6202,25-50%,108,0.675926,0.111111
6202,50-75%,108,0.87037,0.101852
6202,75-100%,108,0.712963,0.259259
6205,0-25%,137,0.781022,0.138686
6205,25-50%,138,0.884058,0.101449
6205,50-75%,137,0.817518,0.138686
6205,75-100%,138,0.913043,0.23913
6208,0-25%,145,0.793103,0.137931
6208,25-50%,146,0.842466,0.116438
6208,50-75%,146,0.90411,0.09589
6208,75-100%,146,0.890411,0.273973
6213,0-25%,74,0.22973,0.121622
6213,25-50%,75,0.373333,0.106667
6213,50-75%,75,0.666667,0.213333
6213,75-100%,75,0.626667,0.186667
6217,0-25%,56,0.5,0.089286
6217,25-50%,57,0.807018,0.052632
6217,50-75%,57,0.77193,0.052632
6217,75-100%,57,0.929825,0.22807
6219,0-25%,58,0.706897,0.034483
6219,25-50%,58,0.827586,0.137931
6219,50-75%,58,0.793103,0.155172
6219,75-100%,58,0.793103,0.034483
6233,0-25%,57,0.947368,0.122807
6233,25-50%,57,1.0,0.070175
6233,50-75%,57,1.0,0.087719
6233,75-100%,58,0.87931,0.189655
6234,0-25%,79,0.810127,0.075949
6234,25-50%,79,0.886076,0.075949
6234,50-75%,79,0.835443,0.063291
6234,75-100%,80,0.8625,0.1125
6235,0-25%,173,0.901734,0.109827
6235,25-50%,173,0.936416,0.16185
6235,50-75%,173,0.942197,0.052023
6235,75-100%,173,0.895954,0.242775
6239,0-25%,60,0.583333,0.016667
6239,25-50%,61,0.622951,0.163934
6239,50-75%,60,0.7,0.1
6239,75-100%,61,0.442623,0.229508
6241,0-25%,97,0.783505,0.154639
6241,25-50%,98,0.77551,0.173469
6241,50-75%,97,0.742268,0.103093
6241,75-100%,98,0.693878,0.22449
6245,0-25%,97,0.742268,0.134021
6245,25-50%,97,0.505155,0.072165
6245,50-75%,97,0.876289,0.113402
6245,75-100%,98,0.877551,0.132653
6248,0-25%,111,0.864865,0.063063
6248,25-50%,112,0.892857,0.142857
6248,50-75%,112,0.910714,0.0625
6248,75-100%,112,0.883929,0.25
6254,0-25%,68,0.764706,0.073529
6254,25-50%,68,0.970588,0.073529
6254,50-75%,68,0.794118,0.0
6254,75-100%,69,0.84058,0.115942
6257,0-25%,132,0.636364,0.136364
6257,25-50%,133,0.714286,0.097744
6257,50-75%,133,0.857143,0.172932
6257,75-100%,133,0.789474,0.240602
6258,0-25%,72,0.75,0.055556
6258,25-50%,72,0.541667,0.194444
6258,50-75%,72,0.472222,0.027778
6258,75-100%,73,0.547945,0.164384
6263,0-25%,70,0.7,0.142857
6263,25-50%,70,0.757143,0.114286
6263,50-75%,70,0.828571,0.1
6263,75-100%,70,0.814286,0.171429
6264,0-25%,143,0.965035,0.118881
6264,25-50%,144,0.916667,0.090278
6264,50-75%,143,0.951049,0.104895
6264,75-100%,144,0.923611,0.243056
6267,0-25%,68,0.661765,0.132353
6267,25-50%,69,0.724638,0.130435
6267,50-75%,69,0.898551,0.115942
6267,75-100%,69,0.942029,0.130435
6270,0-25%,134,0.738806,0.141791
6270,25-50%,135,0.874074,0.096296
6270,50-75%,134,0.835821,0.104478
6270,75-100%,135,0.82963,0.244444
6275,0-25%,155,0.948387,0.154839
6275,25-50%,156,0.910256,0.108974
6275,50-75%,155,0.896774,0.103226
6275,75-100%,156,0.846154,0.25641
6285,0-25%,58,0.5,0.051724
6285,25-50%,58,0.517241,0.034483
6285,50-75%,58,0.689655,0.034483
6285,75-100%,59,0.440678,0.118644
6287,0-25%,60,0.783333,0.083333
6287,25-50%,61,0.557377,0.098361
6287,50-75%,61,0.52459,0.114754
6287,75-100%,61,0.770492,0.147541
6288,0-25%,88,0.795455,0.102273
6288,25-50%,89,0.831461,0.089888
6288,50-75%,88,0.625,0.181818
6288,75-100%,89,0.449438,0.235955
6295,0-25%,124,0.975806,0.193548
6295,25-50%,125,0.976,0.088
6295,50-75%,125,0.944,0.176
6295,75-100%,125,0.96,0.224
6301,0-25%,80,0.3375,0.1375
6301,25-50%,80,0.3875,0.1
6301,50-75%,80,0.55,0.175
6301,75-100%,80,0.4,0.125
6302,0-25%,81,0.91358,0.135802
6302,25-50%,82,0.853659,0.060976
6302,50-75%,82,0.890244,0.134146
6302,75-100%,82,0.939024,0.0
6303,0-25%,92,0.793478,0.097826
6303,25-50%,93,0.860215,0.11828
6303,50-75%,92,0.836957,0.086957
6303,75-100%,93,0.935484,0.204301
6305,0-25%,58,0.448276,0.103448
6305,25-50%,59,0.59322,0.118644
6305,50-75%,59,0.898305,0.135593
6305,75-100%,59,0.677966,0.152542
6307,0-25%,120,0.616667,0.125
6307,25-50%,120,0.45,0.091667
6307,50-75%,120,0.541667,0.183333
6307,75-100%,120,0.525,0.25
6311,0-25%,84,0.75,0.02381
6311,25-50%,85,0.752941,0.129412
6311,50-75%,85,0.788235,0.047059
6311,75-100%,85,0.752941,0.2
6312,0-25%,77,0.857143,0.103896
6312,25-50%,78,0.820513,0.115385
6312,50-75%,78,0.833333,0.064103
6312,75-100%,78,0.794872,0.141026
6314,0-25%,135,0.837037,0.096296
6314,25-50%,135,0.807407,0.125926
6314,50-75%,135,0.748148,0.148148
6314,75-100%,135,0.82963,0.2
6316,0-25%,85,0.788235,0.094118
6316,25-50%,85,0.835294,0.082353
6316,50-75%,85,0.905882,0.188235
6316,75-100%,86,0.953488,0.151163
6323,0-25%,139,0.956835,0.122302
6323,25-50%,140,0.95,0.135714
6323,50-75%,139,0.899281,0.151079
6323,75-100%,140,0.857143,0.257143
6324,0-25%,96,0.791667,0.145833
6324,25-50%,97,0.824742,0.103093
6324,50-75%,97,0.845361,0.123711
6324,75-100%,97,0.773196,0.237113
6326,0-25%,143,0.685315,0.160839
6326,25-50%,143,0.783217,0.076923
6326,50-75%,143,0.727273,0.104895
6326,75-100%,144,0.715278,0.25
6332,0-25%,160,0.90625,0.175
6332,25-50%,160,0.85625,0.0625
6332,50-75%,160,0.9375,0.10625
6332,75-100%,160,0.875,0.175
6339,0-25%,74,0.810811,0.081081
6339,25-50%,75,0.826667,0.133333
6339,50-75%,74,0.932432,0.216216
6339,75-100%,75,0.813333,0.16
6340,0-25%,101,0.524752,0.128713
6340,25-50%,102,0.480392,0.098039
6340,50-75%,102,0.5,0.186275
6340,75-100%,102,0.715686,0.166667
6341,0-25%,77,0.831169,0.103896
6341,25-50%,78,0.948718,0.128205
6341,50-75%,77,0.948052,0.142857
6341,75-100%,78,0.948718,0.205128
6345,0-25%,94,0.414894,0.117021
6345,25-50%,94,0.744681,0.170213
6345,50-75%,94,0.765957,0.180851
6345,75-100%,95,0.915789,0.231579
6353,0-25%,71,0.647887,0.084507
6353,25-50%,71,0.619718,0.15493
6353,50-75%,71,0.676056,0.169014
6353,75-100%,71,0.521127,0.169014
6358,0-25%,96,0.614583,0.135417
6358,25-50%,97,0.762887,0.082474
6358,50-75%,97,0.731959,0.154639
6358,75-100%,97,0.71134,0.226804
6362,0-25%,70,0.671429,0.142857
6362,25-50%,70,0.714286,0.128571
6362,50-75%,70,0.814286,0.042857
6362,75-100%,70,0.542857,0.185714
6363,0-25%,136,0.75,0.102941
6363,25-50%,137,0.729927,0.109489
6363,50-75%,136,0.830882,0.191176
6363,75-100%,137,0.759124,0.262774
6369,0-25%,134,0.80597,0.141791
6369,25-50%,135,0.748148,0.140741
6369,50-75%,134,0.865672,0.164179
6369,75-100%,135,0.844444,0.251852
6370,0-25%,117,0.74359,0.128205
6370,25-50%,118,0.881356,0.118644
6370,50-75%,118,0.745763,0.144068
6370,75-100%,118,0.847458,0.271186
6371,0-25%,113,0.840708,0.150442
6371,25-50%,114,0.833333,0.114035
6371,50-75%,113,0.79646,0.141593
6371,75-100%,114,0.710526,0.236842
6373,0-25%,150,0.88,0.12
6373,25-50%,151,0.887417,0.119205
6373,50-75%,151,0.874172,0.211921
6373,75-100%,151,0.880795,0.245033
6376,0-25%,117,0.846154,0.076923
6376,25-50%,118,0.822034,0.084746
6376,50-75%,118,0.881356,0.110169
6376,75-100%,118,0.644068,0.220339
6377,0-25%,70,0.728571,0.057143
6377,25-50%,71,0.760563,0.211268
6377,50-75%,70,0.8,0.142857
6377,75-100%,71,0.661972,0.197183
6382,0-25%,61,0.672131,0.147541
6382,25-50%,62,0.774194,0.145161
6382,50-75%,62,0.83871,0.241935
6382,75-100%,62,0.887097,0.16129
6386,0-25%,138,0.565217,0.094203
6386,25-50%,138,0.717391,0.15942
6386,50-75%,138,0.789855,0.065217
6386,75-100%,138,0.789855,0.195652
6394,0-25%,126,0.825397,0.126984
6394,25-50%,127,0.771654,0.094488
6394,50-75%,126,0.642857,0.174603
6394,75-100%,127,0.748031,0.23622
6404,0-25%,95,0.315789,0.094737
6404,25-50%,95,0.705263,0.094737
6404,50-75%,95,0.610526,0.052632
6404,75-100%,95,0.547368,0.252632
6410,0-25%,100,0.75,0.14
6410,25-50%,100,0.81,0.09
6410,50-75%,100,0.78,0.17
6410,75-100%,100,0.77,0.28
6412,0-25%,134,0.798507,0.126866
6412,25-50%,134,0.865672,0.119403
6412,50-75%,134,0.753731,0.186567
6412,75-100%,135,0.866667,0.22963
6417,0-25%,111,0.864865,0.171171
6417,25-50%,112,0.848214,0.133929
6417,50-75%,112,0.678571,0.1875
6417,75-100%,112,0.723214,0.241071
6418,0-25%,116,0.732759,0.103448
6418,25-50%,116,0.853448,0.094828
6418,50-75%,116,0.827586,0.137931
6418,75-100%,116,0.922414,0.25
6423,0-25%,111,0.783784,0.126126
6423,25-50%,112,0.866071,0.071429
6423,50-75%,111,0.72973,0.207207
6423,75-100%,112,0.696429,0.232143
6424,0-25%,105,0.628571,0.142857
6424,25-50%,105,0.695238,0.07619
6424,50-75%,105,0.704762,0.114286
6424,75-100%,105,0.761905,0.12381
6428,0-25%,118,0.90678,0.144068
6428,25-50%,119,0.655462,0.109244
6428,50-75%,119,0.831933,0.12605
6428,75-100%,119,0.882353,0.134454
6436,0-25%,123,0.406504,0.105691
6436,25-50%,123,0.658537,0.073171
6436,50-75%,123,0.691057,0.146341
6436,75-100%,123,0.821138,0.235772
6437,0-25%,63,0.793651,0.095238
6437,25-50%,64,0.875,0.171875
6437,50-75%,63,0.84127,0.031746
6437,75-100%,64,0.859375,0.171875
6441,0-25%,73,0.493151,0.068493
6441,25-50%,74,0.486486,0.081081
6441,50-75%,74,0.621622,0.040541
6441,75-100%,74,0.581081,0.243243
6442,0-25%,79,0.734177,0.037975
6442,25-50%,79,0.594937,0.101266
6442,50-75%,79,0.810127,0.063291
6442,75-100%,80,0.4875,0.15
6443,0-25%,92,0.858696,0.097826
6443,25-50%,92,0.869565,0.086957
6443,50-75%,92,0.913043,0.097826
6443,75-100%,93,0.709677,0.086022
6444,0-25%,82,0.987805,0.073171
6444,25-50%,83,0.951807,0.156627
6444,50-75%,82,0.939024,0.182927
6444,75-100%,83,0.939759,0.096386
6449,0-25%,68,0.735294,0.058824
6449,25-50%,69,0.855072,0.115942
6449,50-75%,68,0.926471,0.161765
6449,75-100%,69,0.971014,0.217391
6452,0-25%,63,0.84127,0.031746
6452,25-50%,64,0.921875,0.125
6452,50-75%,63,0.809524,0.047619
6452,75-100%,64,0.8125,0.109375
6457,0-25%,89,0.853933,0.123596
6457,25-50%,90,0.933333,0.111111
6457,50-75%,90,0.922222,0.122222
6457,75-100%,90,0.955556,0.244444
6461,0-25%,149,0.583893,0.114094
6461,25-50%,150,0.72,0.12
6461,50-75%,150,0.813333,0.113333
6461,75-100%,150,0.786667,0.22
6470,0-25%,132,0.69697,0.106061
6470,25-50%,133,0.766917,0.097744
6470,50-75%,133,0.902256,0.142857
6470,75-100%,133,0.827068,0.210526
6475,0-25%,131,0.847328,0.129771
6475,25-50%,131,0.847328,0.114504
6475,50-75%,131,0.763359,0.137405
6475,75-100%,131,0.778626,0.290076
6477,0-25%,129,0.868217,0.108527
6477,25-50%,129,0.860465,0.085271
6477,50-75%,129,0.821705,0.178295
6477,75-100%,130,0.730769,0.253846
6487,0-25%,122,0.721311,0.090164
6487,25-50%,123,0.837398,0.073171
6487,50-75%,122,0.909836,0.155738
6487,75-100%,123,0.878049,0.211382
6492,0-25%,72,0.361111,0.083333
6492,25-50%,72,0.708333,0.069444
6492,50-75%,72,0.888889,0.180556
6492,75-100%,73,0.520548,0.082192
6498,0-25%,144,0.909722,0.118056
6498,25-50%,145,0.965517,0.096552
6498,50-75%,145,0.951724,0.131034
6498,75-100%,145,0.986207,0.213793
6507,0-25%,94,0.840426,0.117021
6507,25-50%,94,0.797872,0.202128
6507,50-75%,94,0.851064,0.106383
6507,75-100%,95,0.8,0.073684
6508,0-25%,126,0.65873,0.126984
6508,25-50%,127,0.913386,0.11811
6508,50-75%,127,0.80315,0.133858
6508,75-100%,127,0.724409,0.275591
6515,0-25%,119,0.806723,0.117647
6515,25-50%,119,0.789916,0.084034
6515,50-75%,119,0.848739,0.134454
6515,75-100%,120,0.916667,0.191667
6519,0-25%,73,0.520548,0.109589
6519,25-50%,74,0.675676,0.081081
6519,50-75%,73,0.726027,0.232877
6519,75-100%,74,0.864865,0.162162
6520,0-25%,106,0.933962,0.04717
6520,25-50%,107,0.990654,0.130841
6520,50-75%,107,0.971963,0.214953
6520,75-100%,107,0.953271,0.17757
6524,0-25%,68,0.779412,0.014706
